id,subscription_type,m_revenue,join_date,last_payment,country,age,gender,device_type,plan_duration
2428,Premium,17,27-10-22,22-12-22,Spain,36,Male,Smartphone,1 Month
2429,Basic,10,14-10-21,15-01-22,United States,34,Male,Laptop,1 Month
2430,Basic,12,09-12-21,15-03-22,Australia,43,Female,Smart TV,1 Month
2431,Premium,15,25-11-21,20-12-21,France,32,Female,Laptop,1 Month
2432,Standard,13,14-02-22,14-03-22,United States,32,Male,Smart TV,1 Month
2433,Standard,11,20-03-23,21-06-23,United States,32,Male,Smart TV,1 Month
2434,Basic,12,19-05-22,05-03-23,United States,38,Female,Smartphone,1 Month
2435,Standard,14,21-05-22,25-12-22,Canada,47,Male,Smartphone,1 Month
2436,Premium,15,20-04-23,13-07-23,Australia,30,Female,Smartphone,1 Month
2437,Premium,16,06-11-22,14-04-23,Germany,30,Female,Laptop,1 Month
2438,Premium,18,26-03-22,30-07-22,Canada,32,Male,Smart TV,1 Month
2439,Standard,11,26-02-22,17-04-22,United States,45,Male,Laptop,1 Month
2440,Basic,11,20-10-22,11-12-22,United States,40,Female,Smart TV,1 Month
2441,Premium,18,16-06-23,26-06-23,United Kingdom,34,Male,Laptop,1 Month
2442,Basic,9,04-10-22,26-06-23,Australia,50,Female,Laptop,1 Month
2443,Premium,16,13-10-22,21-05-23,France,27,Male,Smart TV,1 Month
2444,Standard,13,30-01-23,10-04-23,United Kingdom,35,Male,Laptop,1 Month
2445,Premium,16,09-12-21,03-10-22,Italy,29,Female,Laptop,1 Month
2446,Premium,14,24-02-23,20-04-23,Canada,37,Male,Tablet,1 Month
2447,Premium,15,16-10-21,03-04-22,Italy,30,Female,Smartphone,1 Month
2448,Basic,9,02-09-22,23-02-23,Mexico,28,Male,Tablet,1 Month
2449,Premium,17,30-04-22,04-09-22,Australia,44,Female,Smartphone,1 Month
2450,Standard,11,28-10-21,22-07-22,Spain,41,Female,Tablet,1 Month
2451,Basic,12,07-12-21,22-06-22,Mexico,40,Female,Tablet,1 Month
2452,Standard,12,19-10-21,25-01-22,Spain,26,Female,Smartphone,1 Month
2453,Standard,13,27-03-23,19-05-23,Spain,28,Male,Laptop,1 Month
2454,Premium,18,21-11-21,28-05-22,Brazil,31,Male,Smart TV,1 Month
2455,Basic,9,14-01-22,12-04-22,Germany,37,Male,Laptop,1 Month
2456,Premium,18,07-10-21,26-02-22,United States,38,Female,Tablet,1 Month
2457,Basic,13,13-09-21,11-02-22,Canada,33,Male,Laptop,1 Month
2458,Standard,11,04-05-23,30-06-23,Spain,34,Female,Smart TV,1 Month
2459,Standard,13,06-06-23,27-06-23,United Kingdom,35,Female,Laptop,1 Month
2460,Basic,12,12-10-22,29-12-22,Spain,36,Female,Smart TV,1 Month
2461,Basic,10,02-04-23,09-06-23,Canada,47,Female,Smart TV,1 Month
2462,Standard,11,20-12-22,28-03-23,Brazil,47,Female,Tablet,1 Month
2463,Standard,13,01-06-22,29-09-22,Brazil,35,Male,Smartphone,1 Month
2464,Basic,9,07-12-22,01-07-23,Australia,32,Male,Tablet,1 Month
2465,Premium,15,11-12-22,20-03-23,Spain,29,Female,Smart TV,1 Month
2466,Basic,13,04-04-22,23-02-23,Australia,36,Male,Tablet,1 Month
2467,Basic,12,10-12-22,05-07-23,Brazil,31,Male,Smartphone,1 Month
2468,Premium,18,23-01-22,26-06-22,Italy,39,Male,Smartphone,1 Month
2469,Standard,12,15-12-22,30-05-23,France,31,Male,Laptop,1 Month
2470,Premium,15,07-07-22,11-03-23,Mexico,41,Male,Laptop,1 Month
2471,Standard,12,26-09-21,21-07-22,Germany,47,Female,Tablet,1 Month
2472,Standard,12,14-06-23,05-07-23,Australia,35,Male,Laptop,1 Month
2473,Standard,15,27-11-21,09-06-22,Australia,44,Female,Smart TV,1 Month
2474,Basic,12,10-07-22,18-03-23,Canada,43,Female,Smart TV,1 Month
2475,Standard,13,12-01-23,01-07-23,Italy,45,Male,Smartphone,1 Month
2476,Basic,9,22-01-22,31-10-22,Mexico,28,Female,Tablet,1 Month
2477,Standard,11,11-10-21,22-04-22,Canada,44,Male,Laptop,1 Month
2478,Standard,15,27-01-22,18-07-22,Spain,28,Female,Laptop,1 Month
2479,Basic,9,07-02-22,27-07-22,Germany,47,Female,Smart TV,1 Month
2480,Premium,16,06-04-22,07-06-22,United States,29,Male,Smart TV,1 Month
2481,Premium,15,01-09-21,01-11-21,United States,42,Male,Tablet,1 Month
2482,Basic,9,16-06-22,20-10-22,Canada,36,Female,Tablet,1 Month
2483,Basic,10,07-03-23,28-06-23,France,40,Male,Smart TV,1 Month
2484,Standard,15,26-03-22,30-07-22,Australia,40,Female,Laptop,1 Month
2485,Standard,14,23-06-23,29-06-23,Italy,51,Male,Tablet,1 Month
2486,Basic,11,29-10-21,19-05-22,Brazil,37,Female,Smart TV,1 Month
2487,Standard,15,23-06-23,13-07-23,Canada,42,Female,Laptop,1 Month
2488,Premium,14,15-02-22,10-07-22,Spain,36,Female,Laptop,1 Month
2489,Basic,10,15-03-22,20-12-22,United States,50,Female,Smartphone,1 Month
2490,Basic,10,17-02-22,02-04-22,Canada,38,Female,Laptop,1 Month
2491,Basic,10,25-04-23,04-07-23,Canada,48,Male,Smart TV,1 Month
2492,Premium,15,28-05-23,12-07-23,Canada,45,Female,Laptop,1 Month
2493,Premium,14,30-03-22,15-12-22,Spain,35,Male,Smartphone,1 Month
2494,Premium,14,06-12-22,20-06-23,Brazil,30,Female,Laptop,1 Month
2495,Standard,11,01-04-22,26-11-22,Canada,38,Female,Smart TV,1 Month
2496,Premium,14,01-10-21,13-02-22,Brazil,37,Male,Smartphone,1 Month
2497,Standard,13,22-03-23,23-06-23,United Kingdom,35,Male,Laptop,1 Month
2498,Basic,11,19-01-23,13-07-23,Mexico,42,Male,Smartphone,1 Month
2499,Premium,15,20-11-21,26-09-22,Australia,40,Female,Tablet,1 Month
2500,Basic,9,03-09-22,11-11-22,United States,28,Male,Laptop,1 Month
